sample_id,P_aeruginosa,P_putida,P_fluorescens,P_stutzeri,P_syringae,P_mendocina,P_alcaligenes,P_chlororaphis,P_protegens,P_synxantha,P_koreensis,P_lundensis,P_plecoglossicida,P_fulva,P_knackmussii,P_monteilii,P_veronii,P_viridiflava,P_brassicacearum,P_trivialis,P_lini,P_rhodesiae,P_gessardii,P_putrefaciens,P_fuscovaginae,P_libanensis,P_entomophila,P_parafulva,P_resinovorans,P_resinicola,P_poe,P_simiae,P_coronafaciens,P_extremorientalis,P_marginalis,P_peli,P_brassicae,P_anguilliseptica,P_pristinamycinicus,P_citronellolis
Kerala_Paddy_Wetland_20240315_rep1,552,250,2,63,398,287,718,35,153,198,229,17,0,1330,1302,297,195,41,35,1302,304,208,624,70,16,926,70,858,491,38,78,431,148,793,213,129,839,841,58,18
Kerala_Paddy_Wetland_20240315_rep2,105,94,1,32,961,23,110,503,525,573,518,51,47,766,175,159,5,132,717,134,457,6,49,37,251,92,67,162,38,9,37,181,30,428,139,32,18,108,6,511
Kerala_Paddy_Wetland_20240315_rep3,14,280,0,322,1403,40,133,508,41,524,6,1,55,1300,941,33,80,57,160,1653,2,5,107,4,382,43,76,206,225,1295,66,267,988,1,531,1164,251,62,13,481
Kerala_Paddy_Wetland_20240315_rep4,3,714,347,192,1333,2,264,233,8,973,332,22,110,568,1436,2378,20,336,149,1206,488,207,54,420,569,10,0,2,501,62,367,184,173,193,102,4,140,260,124,122
Kerala_Paddy_Wetland_20240315_rep5,361,186,23,565,696,141,39,38,285,262,66,1244,348,1357,2111,379,566,508,1,1960,302,46,259,78,354,34,5,359,3,106,107,297,6,49,427,75,316,3,755,1
Kerala_Paddy_Wetland_20240415_rep1,26,2,17,7,446,566,57,27,268,328,67,9,7,364,346,6,40,49,416,64,1,64,82,203,194,81,0,16,62,132,15,15,26,108,79,156,255,10,0,178
Kerala_Paddy_Wetland_20240415_rep2,114,26,733,20,1557,421,3,37,141,1883,367,421,48,583,1640,1838,204,190,143,1768,197,237,609,0,5,560,436,10,244,79,150,47,31,491,9,2,458,158,620,29
Kerala_Paddy_Wetland_20240415_rep3,1084,760,933,1461,19,543,237,446,359,56,81,46,34,4,150,154,94,600,85,239,5,239,77,29,100,48,290,22,118,117,116,113,25,137,438,8,2,89,300,0
Kerala_Paddy_Wetland_20240415_rep4,340,10,359,195,1154,1018,544,1181,60,4184,71,708,645,178,725,56,521,39,27,1282,799,2,1394,741,128,462,248,190,55,821,404,226,12,100,89,63,273,4,24,300
Kerala_Paddy_Wetland_20240415_rep5,104,14,37,487,1291,4,42,8,20,326,118,71,641,479,2163,47,83,35,15,1112,562,76,317,39,89,31,41,18,78,27,113,109,106,13,10,11,58,18,286,40
Kerala_Paddy_Wetland_20240415_rep6,320,572,237,796,231,196,24,904,1,271,27,25,312,841,255,172,5,4,82,370,182,25,0,239,581,0,4,2,142,0,124,3,1,68,61,37,132,105,1,25
Kerala_Paddy_Wetland_20240515_rep1,65,41,27,19,142,341,1,190,95,498,236,51,549,628,621,31,342,618,61,784,2,2,92,440,85,167,345,379,131,84,206,143,541,635,3,320,0,72,43,10
Kerala_Paddy_Wetland_20240515_rep2,332,213,1,7,199,26,395,78,214,1489,76,16,527,586,215,336,163,151,4,745,180,173,7,102,51,116,115,80,51,7,42,0,65,216,192,118,440,86,110,11
Kerala_Paddy_Wetland_20240515_rep3,11,2,344,377,962,6,576,46,76,455,227,128,2,1852,937,17,674,1122,83,656,3,145,61,124,125,21,32,234,197,34,114,7,42,262,118,117,25,156,159,43
Kerala_Paddy_Wetland_20240515_rep4,938,91,35,133,734,652,147,217,99,392,72,286,8,1366,2190,1,275,175,100,1294,172,1172,279,177,610,212,578,67,1228,156,0,420,174,272,372,5,105,262,730,30
Punjab_Wheat_Belt_20240115_rep1,40,192,108,73,1625,36,301,406,71,1035,227,32,169,1472,1740,119,46,41,212,832,4,4,35,57,366,1,121,123,199,69,397,761,414,155,20,102,21,315,304,2
Punjab_Wheat_Belt_20240115_rep2,429,121,266,0,191,0,232,182,64,340,54,235,506,228,885,346,437,20,7,503,91,69,169,21,643,15,742,50,145,333,19,12,18,404,82,179,40,123,3,373
Punjab_Wheat_Belt_20240115_rep3,4,143,37,161,1325,5,963,470,55,2876,335,2,63,232,1472,15,361,208,18,642,106,230,1140,337,174,0,31,5,178,452,1268,376,10,17,28,3,91,64,531,9
Punjab_Wheat_Belt_20240115_rep4,1974,286,173,0,1382,882,1090,340,65,695,17,328,14,1366,2716,166,13,310,229,2804,9,460,764,0,98,1005,510,0,186,2535,389,284,643,54,1243,244,225,802,66,168
Punjab_Wheat_Belt_20240115_rep5,72,179,1224,13,1004,49,39,509,313,879,117,708,32,1455,586,158,55,2,121,1302,331,86,816,7,135,496,88,58,124,250,10,465,256,10,199,7,1267,252,520,193
Punjab_Wheat_Belt_20240115_rep6,132,60,1807,232,2857,57,75,96,577,1387,386,779,289,1886,1175,141,126,1011,12,1765,57,611,12,9,364,83,663,533,387,349,399,12,73,84,1523,10,172,10,1456,53
Punjab_Wheat_Belt_20240215_rep1,438,1929,434,675,0,692,166,105,119,51,51,386,260,759,55,542,29,54,55,1,171,15,160,25,195,28,326,45,1,3,201,214,62,9,10,239,207,27,394,1
Punjab_Wheat_Belt_20240215_rep2,301,99,318,145,1758,792,723,237,1921,2994,313,271,149,1335,2339,66,199,1187,439,314,166,2,417,197,1038,5,21,200,407,87,1501,95,1145,41,1385,97,281,340,5,184
Punjab_Wheat_Belt_20240215_rep3,1,32,427,531,606,0,505,281,148,590,167,49,113,2892,3096,52,143,1432,40,1978,95,20,1592,823,24,140,873,57,109,89,7,73,62,101,273,294,131,275,46,12
Punjab_Wheat_Belt_20240315_rep1,1468,1331,1010,3194,69,462,342,963,27,24,3,448,3,33,139,132,37,64,252,22,51,0,485,450,37,477,120,1,41,662,101,240,278,2,230,356,3,319,47,22
Punjab_Wheat_Belt_20240315_rep2,521,8,5,431,274,41,53,127,287,605,0,157,730,857,341,530,333,149,12,78,811,52,2,669,223,3,30,45,440,62,144,14,224,27,11,2,304,74,195,184
Punjab_Wheat_Belt_20240315_rep3,331,263,640,378,1749,128,296,485,323,1018,118,404,424,692,3628,777,336,343,1183,2150,1585,93,56,21,2071,338,267,92,80,1637,100,25,438,56,19,793,457,62,31,8
Punjab_Wheat_Belt_20240415_rep1,528,452,695,247,28,391,101,176,39,13,1,21,240,68,59,59,0,23,25,137,27,572,42,0,5,173,5,57,118,95,84,5,105,32,10,165,18,138,56,59
Punjab_Wheat_Belt_20240415_rep2,74,149,30,58,642,13,248,43,2,443,201,65,295,319,97,0,0,921,49,204,35,64,42,157,91,17,119,122,0,65,20,1,42,59,265,21,100,34,75,43
Punjab_Wheat_Belt_20240415_rep3,80,354,814,198,713,70,165,49,292,432,538,72,159,2402,1060,1,226,304,87,352,554,512,180,43,28,169,38,64,0,147,17,19,72,178,558,53,24,416,1110,34
Punjab_Wheat_Belt_20240415_rep4,453,438,370,799,140,441,213,142,216,107,18,5,163,5,305,2,38,50,42,109,101,0,25,67,70,53,18,9,88,75,6,10,205,12,26,170,10,41,41,0
Punjab_Wheat_Belt_20240415_rep5,24,244,10,16,591,448,28,16,214,361,145,100,318,267,201,325,179,17,93,930,4,118,8,0,599,37,172,36,234,1,13,1,54,2,9,58,213,14,58,0
Punjab_Wheat_Belt_20240415_rep6,387,228,632,25,263,235,242,217,101,1058,2,450,24,329,2215,141,76,28,132,3573,70,311,785,320,39,56,503,9,10,247,781,671,113,268,98,0,788,217,48,300
Punjab_Wheat_Belt_20240515_rep1,365,148,762,584,1251,3,274,385,143,878,412,175,9,1577,1014,1007,618,37,115,1415,114,99,455,489,16,41,185,34,91,71,75,276,32,523,815,30,80,40,255,195
Punjab_Wheat_Belt_20240515_rep2,38,125,328,51,2117,136,254,709,279,959,799,234,129,1640,1146,84,302,168,95,1849,109,400,286,1722,890,883,39,0,1199,621,998,44,578,13,463,1082,254,1813,1571,37
Punjab_Wheat_Belt_20240515_rep3,185,22,37,82,342,6,6,5,46,389,163,16,193,274,538,4,91,15,210,332,14,6,8,2,17,126,63,0,175,32,53,8,53,67,33,17,37,6,17,15
Varanasi_Rice_Farm_20240115_rep1,975,65,101,76,488,316,19,20,417,2681,4,6,131,1981,2403,3,4,37,662,1319,1250,353,2219,209,1219,66,28,339,558,95,204,129,2,150,217,174,1,376,1181,922
Varanasi_Rice_Farm_20240115_rep2,90,89,14,433,358,11,637,1,375,1186,249,319,101,1035,773,97,143,1,98,632,5,77,47,44,439,0,416,174,303,396,163,1,129,73,400,122,131,53,231,125
Varanasi_Rice_Farm_20240115_rep3,714,1053,1479,542,287,241,829,223,836,113,17,70,605,736,46,12,160,30,223,521,230,211,49,193,37,85,685,442,77,2,471,64,121,19,39,22,3,211,60,174
Varanasi_Rice_Farm_20240115_rep4,750,1316,987,1367,3,1670,580,1647,326,19,9,596,82,34,195,885,543,115,114,563,692,507,454,692,574,446,2,111,754,441,21,615,2,606,75,682,143,3,1216,231
Varanasi_Rice_Farm_20240215_rep1,371,215,198,392,126,275,58,318,27,49,113,15,179,169,49,354,33,19,83,772,5,26,87,11,192,28,7,1,11,5,50,219,119,84,28,24,5,304,0,37
Varanasi_Rice_Farm_20240215_rep2,13,1,357,358,1348,49,78,12,4,454,121,21,0,498,422,82,31,12,79,203,321,21,66,1,53,0,4,47,60,2,522,323,23,36,31,1,33,156,127,168
Varanasi_Rice_Farm_20240215_rep3,681,3,344,18,292,929,7,1162,156,350,146,10,119,606,521,270,91,125,224,819,592,30,48,151,204,75,45,77,164,425,95,29,36,5,167,66,14,327,39,162
Varanasi_Rice_Farm_20240315_rep1,3888,2627,1271,3156,14,2142,1320,1500,145,2,229,767,22,58,1643,428,313,462,1,73,557,185,490,100,111,65,79,87,298,588,82,407,48,208,380,49,14,13,0,890
Varanasi_Rice_Farm_20240315_rep2,1337,338,567,1005,265,683,387,104,71,63,103,144,213,66,272,53,52,4,59,25,191,147,22,203,51,70,86,37,200,10,27,144,9,10,85,48,7,48,176,382
Varanasi_Rice_Farm_20240315_rep3,174,351,125,511,736,3,36,265,147,314,396,125,106,1324,3003,669,348,38,15,1430,552,522,2,12,938,504,1246,133,79,162,132,648,489,14,441,1483,790,412,997,45
Varanasi_Rice_Farm_20240415_rep1,2450,1113,1295,556,0,3207,777,1575,128,141,49,389,1605,181,83,35,518,36,66,37,1277,29,274,474,965,5,125,9,0,176,8,4,184,631,1,35,776,18,90,16
Varanasi_Rice_Farm_20240415_rep2,286,218,1750,830,6,743,843,147,307,2,126,70,29,0,183,5,10,3,106,31,454,14,34,41,282,78,284,8,8,33,104,24,26,43,2,171,28,15,1,73
Varanasi_Rice_Farm_20240415_rep3,6,10,314,271,419,68,19,253,280,2818,138,32,317,542,981,112,778,134,23,273,618,347,25,10,653,148,27,228,137,1261,830,453,62,675,671,23,25,13,1089,758
Varanasi_Rice_Farm_20240415_rep4,150,56,9,37,51,29,66,18,4,620,33,25,6,353,91,16,337,283,270,237,82,401,153,140,38,293,149,103,22,34,3,90,566,150,39,1,323,13,165,47
Varanasi_Rice_Farm_20240415_rep5,393,64,10,14,3510,218,1017,930,61,487,7,68,1071,1318,1140,146,225,202,190,1162,106,225,28,38,842,526,124,175,39,40,907,67,284,49,38,267,235,149,2,0
Varanasi_Rice_Farm_20240515_rep1,227,10,50,251,238,57,175,385,77,663,72,273,25,671,587,19,19,127,58,719,298,11,23,102,14,199,25,22,16,11,32,0,162,607,8,6,138,297,17,682
Varanasi_Rice_Farm_20240515_rep2,1071,1433,343,862,48,275,1020,361,101,34,230,17,330,43,124,157,69,7,103,58,3,62,31,25,162,51,303,454,128,42,2,893,142,378,46,89,34,21,39,5
Varanasi_Rice_Farm_20240515_rep3,177,137,534,10,3685,57,173,1141,1009,2157,802,1036,44,1739,1243,1,0,200,74,346,219,220,12,1697,91,102,948,411,29,732,115,112,18,0,20,29,28,1277,27,196
Varanasi_Rice_Farm_20240515_rep4,780,1294,919,1044,336,908,508,1531,110,673,5,187,72,2,123,218,708,27,8,33,66,398,566,16,25,4,2,358,45,5,35,202,17,197,302,0,145,260,175,25
Coimbatore_Sugarcane_Field_20240115_rep1,134,196,2,91,399,29,33,57,394,1016,1237,748,93,366,1946,3,258,411,39,1411,38,2,100,97,58,322,438,47,18,32,37,10,40,89,1,307,32,31,104,119
Coimbatore_Sugarcane_Field_20240115_rep2,23,103,629,641,1659,39,133,0,0,549,91,285,59,243,389,0,268,434,170,799,468,560,131,607,310,2,63,153,120,107,4,76,257,0,54,331,204,226,315,36
Coimbatore_Sugarcane_Field_20240115_rep3,148,251,1027,28,392,5,490,0,10,1185,611,719,481,729,1071,15,178,5,666,475,9,6,102,135,51,12,12,225,71,39,577,244,156,14,48,309,287,1148,201,4
Coimbatore_Sugarcane_Field_20240115_rep4,8,243,32,5,512,18,36,34,0,830,16,12,56,830,690,470,91,120,334,1303,10,14,0,2,156,80,43,4,99,194,20,65,110,63,125,47,91,296,0,30
Coimbatore_Sugarcane_Field_20240115_rep5,372,154,33,544,471,9,153,71,272,618,4,40,107,266,281,2,24,100,100,659,35,360,113,8,8,0,67,20,2,182,8,2,211,61,34,82,6,63,40,322
Coimbatore_Sugarcane_Field_20240215_rep1,8,278,4,437,882,1676,48,84,592,773,96,763,0,1047,632,589,3,140,894,818,854,31,2038,1179,1020,95,984,637,115,21,56,1,220,97,2,6,236,30,1332,57
Coimbatore_Sugarcane_Field_20240215_rep2,1671,1136,1333,2236,0,1475,2388,2032,1133,12,111,246,1802,258,69,149,1,76,787,936,270,271,150,21,34,18,576,183,589,78,308,37,679,25,468,20,53,1110,108,6
Coimbatore_Sugarcane_Field_20240215_rep3,60,33,1,62,80,54,32,41,22,264,16,70,54,103,774,30,248,186,22,501,261,65,254,117,192,17,74,11,68,68,198,43,97,11,6,50,7,4,11,6
Coimbatore_Sugarcane_Field_20240315_rep1,6,1671,74,144,681,495,92,51,211,912,241,191,22,947,542,82,144,341,247,3230,1072,242,677,825,1314,127,59,6,674,322,728,90,305,467,136,0,72,317,173,272
Coimbatore_Sugarcane_Field_20240315_rep2,18,4,614,358,1410,77,553,38,95,668,320,557,61,878,3610,41,319,223,1003,404,681,71,40,428,1068,622,223,453,151,512,165,155,526,143,364,20,39,30,14,554
Coimbatore_Sugarcane_Field_20240315_rep3,50,7,24,216,101,757,82,774,16,333,61,94,7,728,1031,103,30,388,241,507,3,321,1,149,90,25,406,150,30,46,391,117,650,12,64,44,63,33,161,294
Coimbatore_Sugarcane_Field_20240315_rep4,8,23,6,95,624,1353,232,8,8,423,354,57,268,744,1649,126,184,1158,304,1036,3,46,129,14,75,3,104,40,0,5,11,18,240,493,10,2002,338,0,116,44
Coimbatore_Sugarcane_Field_20240415_rep1,71,64,40,636,494,148,99,598,120,963,3,522,216,1143,2795,394,2,132,279,1563,83,5,391,234,357,601,54,790,184,1026,11,164,451,149,85,231,261,1006,65,686
Coimbatore_Sugarcane_Field_20240415_rep2,525,583,727,523,976,330,475,126,806,124,154,46,21,99,191,6,205,48,117,362,14,4,73,31,0,362,117,171,178,132,190,144,21,7,230,464,151,176,45,67
Coimbatore_Sugarcane_Field_20240415_rep3,139,15,193,63,58,88,24,129,6,934,32,77,14,358,259,169,526,86,67,120,132,9,604,59,15,222,17,47,277,40,44,271,14,77,71,111,504,73,19,264
Coimbatore_Sugarcane_Field_20240415_rep4,2,8,144,3,418,0,156,39,35,833,1,304,21,219,417,78,4,78,1,282,13,4,36,268,66,30,174,0,16,0,8,5,108,20,0,56,98,10,25,21
Coimbatore_Sugarcane_Field_20240415_rep5,110,347,258,34,908,167,106,272,378,563,174,150,56,1863,2474,1365,892,676,66,278,8,238,1446,221,600,1066,1501,1,33,550,245,23,1146,3,19,718,179,636,117,708
Coimbatore_Sugarcane_Field_20240515_rep1,137,268,961,251,706,59,249,701,113,2547,22,455,534,721,1080,81,74,28,239,2308,29,66,117,889,6,2,102,15,72,24,76,85,104,270,715,34,22,138,1606,337
Coimbatore_Sugarcane_Field_20240515_rep2,454,165,11,95,2358,94,173,147,657,1238,2,174,510,662,1105,710,163,83,321,1636,201,47,1080,17,652,64,378,30,4145,17,125,892,69,4,381,243,140,169,26,1935
Coimbatore_Sugarcane_Field_20240515_rep3,158,15,205,33,628,3,349,388,47,355,38,193,90,955,261,2,4,340,47,708,707,74,361,59,46,118,33,15,248,247,792,45,3,1089,80,326,27,8,190,219
Coimbatore_Sugarcane_Field_20240515_rep4,56,43,193,202,534,88,74,3,12,832,22,147,62,499,123,392,34,75,112,317,44,112,39,5,155,4,1,17,20,17,258,211,124,37,70,284,187,49,101,4
Nagpur_Cotton_Field_20240115_rep1,1412,1856,1782,2072,143,2015,394,2039,1167,13,113,7,239,1554,178,120,0,365,323,525,4,428,506,50,16,1,22,202,512,232,208,355,30,0,110,639,694,1160,21,1141
Nagpur_Cotton_Field_20240115_rep2,11,40,90,63,1060,233,229,865,21,93,242,95,554,877,867,19,48,218,331,491,165,410,263,15,95,238,683,164,106,130,0,654,12,91,122,205,700,29,237,6
Nagpur_Cotton_Field_20240115_rep3,1819,1587,1148,926,258,501,2617,828,280,268,152,47,210,1,329,29,33,24,142,92,388,471,567,146,573,220,91,101,3,245,26,55,9,437,7,30,322,308,7,139
Nagpur_Cotton_Field_20240115_rep4,468,596,157,144,51,191,124,304,39,116,12,11,9,2,3,80,0,3,68,55,37,239,54,32,3,62,117,112,124,12,10,76,5,32,75,11,6,1,398,107
Nagpur_Cotton_Field_20240115_rep5,0,113,373,117,1505,788,24,52,1069,1598,359,312,635,609,4941,494,1555,1152,72,2189,7,624,349,610,294,525,204,152,148,689,251,129,570,144,71,10,134,136,227,885
Nagpur_Cotton_Field_20240215_rep1,612,732,599,574,47,99,147,305,26,551,1,235,2,128,163,157,193,230,23,25,222,133,130,425,0,338,55,63,107,18,268,19,179,258,68,27,143,204,104,1
Nagpur_Cotton_Field_20240215_rep2,163,3,17,208,239,0,1,4,86,209,82,321,120,621,128,290,222,4,14,224,11,183,93,4,2,63,30,5,0,159,91,102,14,31,15,11,20,12,26,132
Nagpur_Cotton_Field_20240215_rep3,1056,2194,3803,1969,188,2035,889,2353,201,186,3,806,0,158,385,87,426,37,200,712,893,0,263,122,240,43,42,221,1001,1492,498,310,15,19,543,9,395,389,150,632
Nagpur_Cotton_Field_20240215_rep4,993,77,538,2000,648,26,102,305,260,2186,540,2,73,1152,1222,1115,13,203,1,348,514,1316,356,1335,40,125,392,830,282,16,11,1,996,96,28,507,140,544,113,2113
Nagpur_Cotton_Field_20240315_rep1,195,35,50,87,267,12,45,58,137,391,227,92,385,793,173,51,193,0,0,196,72,335,0,13,96,20,143,60,329,215,297,42,38,16,195,59,0,8,331,157
Nagpur_Cotton_Field_20240315_rep2,2544,3111,146,1094,400,1535,1001,444,33,255,569,20,39,0,334,720,27,31,175,75,177,352,14,20,201,25,1084,228,1748,118,161,180,138,56,4,12,35,208,43,610
Nagpur_Cotton_Field_20240315_rep3,1288,1123,472,1482,17,897,253,543,120,0,19,0,179,5,179,54,12,300,89,132,289,64,276,158,5,226,1,53,73,0,94,15,13,260,103,652,57,50,18,92
Nagpur_Cotton_Field_20240315_rep4,5,499,42,104,808,0,23,35,225,1189,401,19,35,777,792,198,9,131,458,1142,396,8,69,384,9,115,12,138,0,17,323,376,327,253,0,53,107,17,33,329
Nagpur_Cotton_Field_20240315_rep5,2024,3293,1430,1948,144,2556,1270,1363,55,365,200,99,314,944,34,17,897,84,209,74,611,420,12,288,63,238,760,1330,0,1272,205,6,11,26,114,285,53,360,374,1077
Nagpur_Cotton_Field_20240315_rep6,915,171,508,661,90,497,877,460,76,84,18,63,96,95,114,108,32,0,14,31,0,126,352,9,97,0,71,513,28,320,45,18,25,168,3,3,345,481,50,41
Nagpur_Cotton_Field_20240415_rep1,174,556,461,32,987,10,483,28,938,1670,425,259,265,1569,290,4,161,24,382,515,21,90,57,7,5,23,260,885,210,24,259,49,81,461,139,105,599,56,304,32
Nagpur_Cotton_Field_20240415_rep2,2882,1465,1243,1192,127,595,1097,676,69,4,784,190,537,63,70,37,103,161,36,326,626,21,100,274,110,177,1042,64,7,147,23,6,247,46,17,432,79,763,358,250
Nagpur_Cotton_Field_20240415_rep3,3414,463,1094,1265,1,785,1834,163,197,257,418,3,0,52,23,215,352,786,293,36,62,125,1254,77,1,266,885,954,328,212,227,413,1083,112,49,188,49,107,110,885
Nagpur_Cotton_Field_20240415_rep4,4328,700,1724,1260,70,1727,555,1369,1949,0,753,60,15,531,1197,354,149,232,140,19,25,654,19,19,9,1145,331,253,286,99,167,5,342,1,538,282,895,13,443,616
Nagpur_Cotton_Field_20240415_rep5,1579,607,1289,829,189,1992,567,1294,4,92,1,789,706,304,646,43,59,353,4,493,219,105,796,840,221,83,90,54,35,983,306,78,25,80,209,79,25,84,168,195
Nagpur_Cotton_Field_20240515_rep1,34,52,469,173,542,131,829,1176,2027,1560,1171,3,348,2823,1836,9,211,19,361,2960,313,178,38,484,1059,724,88,1982,120,356,75,205,19,44,569,224,264,377,87,441
Nagpur_Cotton_Field_20240515_rep2,427,113,183,66,703,479,672,133,664,3577,7,78,139,2795,1295,538,243,7,660,874,400,0,899,368,60,735,671,119,446,2261,68,1061,312,247,191,520,309,52,599,9
Nagpur_Cotton_Field_20240515_rep3,1281,388,1137,336,23,184,1616,1110,573,117,25,43,37,79,26,325,68,7,216,227,62,82,162,25,121,153,208,140,180,96,74,132,56,108,25,508,331,19,185,722
Nagpur_Cotton_Field_20240515_rep4,2932,4071,1873,1675,41,1297,2128,730,1148,1,90,9,999,707,453,13,4,389,213,4,97,11,249,303,143,27,206,592,56,180,52,264,1699,273,59,384,235,177,268,455
Nagpur_Cotton_Field_20240515_rep5,2853,563,2353,2596,173,899,1992,1132,298,25,143,347,638,307,13,4,68,252,33,546,374,457,233,453,27,1027,93,100,853,105,116,81,38,6,192,351,196,356,142,30
Nagpur_Cotton_Field_20240515_rep6,22,310,185,4,959,0,156,503,55,1539,544,137,1395,707,500,246,17,0,209,987,40,271,283,474,1573,310,376,575,1094,111,52,0,40,986,2,18,15,338,1119,29
Jaipur_Mustard_Farm_20240115_rep1,0,310,136,10,338,76,183,234,628,1798,510,48,308,416,587,22,0,581,1,1088,85,28,321,17,32,492,94,98,80,8,66,0,15,213,592,114,137,179,263,70
Jaipur_Mustard_Farm_20240115_rep2,175,17,209,18,439,71,363,248,673,650,87,18,67,692,689,4,185,2,1,283,4,213,1,52,83,0,117,75,10,84,224,178,180,25,40,49,86,65,50,535
Jaipur_Mustard_Farm_20240115_rep3,2530,1205,1702,1730,40,945,675,1979,23,269,20,11,1229,23,245,150,0,159,682,357,519,269,6,27,574,27,783,989,4,301,21,173,343,26,32,280,9,9,41,2599
Jaipur_Mustard_Farm_20240115_rep4,7,738,0,715,2211,228,16,702,142,3052,93,1152,58,1654,2587,7,81,20,82,410,0,2,1067,210,119,552,91,134,583,475,979,233,577,741,3,173,140,842,86,37
Jaipur_Mustard_Farm_20240115_rep5,254,178,17,7,745,2,148,107,519,1977,106,114,56,466,1140,36,101,189,327,1191,3,78,596,209,6,610,149,192,441,205,159,293,111,547,247,123,28,72,6,269
Jaipur_Mustard_Farm_20240115_rep6,130,1166,298,1226,879,618,507,47,15,1823,118,572,211,1893,829,553,907,74,239,2327,179,16,145,1333,103,1044,484,430,271,332,820,4,147,97,102,298,193,0,46,288
Jaipur_Mustard_Farm_20240215_rep1,402,9,403,34,2296,3,212,114,1947,597,335,228,375,4818,543,301,108,464,271,734,226,18,34,834,174,64,213,201,1518,1196,254,397,44,290,302,4,72,326,342,599
Jaipur_Mustard_Farm_20240215_rep2,2,120,11,44,1675,186,263,94,9,471,115,1,217,147,1094,18,256,106,133,153,16,51,758,175,70,682,613,1160,117,4,45,65,68,94,2,61,217,24,97,91
Jaipur_Mustard_Farm_20240215_rep3,3279,1887,1512,1128,0,215,1148,1252,801,639,321,38,183,71,16,54,15,2,267,61,831,75,45,264,589,234,192,437,4,73,1,136,0,699,61,26,124,1466,138,798
Jaipur_Mustard_Farm_20240215_rep4,232,41,42,215,447,2,1,153,93,376,42,0,0,216,340,395,30,117,4,706,36,27,10,41,103,114,74,17,266,87,206,7,3,46,3,36,51,294,297,169
Jaipur_Mustard_Farm_20240215_rep5,69,435,17,72,475,538,220,64,25,766,0,0,112,144,490,870,469,68,798,1320,842,310,15,211,25,53,865,101,564,965,156,202,8,294,3,0,667,957,2013,441
Jaipur_Mustard_Farm_20240215_rep6,588,593,7,164,817,618,161,311,623,1230,45,537,47,559,1413,377,86,961,855,1457,911,62,207,15,71,556,19,810,25,250,534,145,843,462,103,12,30,195,62,27
Jaipur_Mustard_Farm_20240315_rep1,5,91,22,203,860,1,15,25,200,1037,3,525,15,651,507,112,22,57,35,1197,0,409,48,27,250,347,68,120,145,0,2,305,24,18,57,138,14,669,749,0
Jaipur_Mustard_Farm_20240315_rep2,117,88,10,98,705,49,48,0,19,468,146,4,20,726,370,0,129,11,743,1860,0,139,69,26,35,74,29,6,194,10,57,25,3,188,393,319,118,215,277,14
Jaipur_Mustard_Farm_20240315_rep3,83,64,277,863,910,9,93,258,97,916,1532,0,740,2256,1076,286,81,405,26,3247,1457,248,712,932,421,274,33,347,63,76,559,189,0,28,117,1743,309,349,94,3
Jaipur_Mustard_Farm_20240315_rep4,410,132,194,716,623,7,46,744,586,1883,108,62,12,957,1550,176,756,130,556,1047,3,411,296,644,556,148,281,0,175,368,17,149,52,0,673,105,441,75,77,68
Jaipur_Mustard_Farm_20240315_rep5,2092,221,17,83,1578,225,2,48,1091,1507,46,376,74,1471,1301,51,105,40,1020,1141,15,2,67,408,54,48,1514,545,54,379,115,159,11,321,430,1175,107,130,17,650
Jaipur_Mustard_Farm_20240415_rep1,125,148,242,648,1474,162,293,15,260,610,140,881,248,1622,1442,436,49,98,488,963,4,224,194,109,64,98,666,689,274,264,786,30,410,23,1005,1225,209,161,21,228
Jaipur_Mustard_Farm_20240415_rep2,4958,2798,1422,1331,294,832,796,1014,331,9,68,209,18,63,21,184,598,113,17,1,75,398,444,391,317,102,288,50,68,7,445,11,865,467,62,288,21,86,347,16
Jaipur_Mustard_Farm_20240415_rep3,245,185,946,232,302,32,788,586,245,566,509,357,179,271,869,12,635,519,828,1815,1463,268,131,2,412,2,526,608,338,1387,59,114,371,1,642,1010,135,113,70,5
Jaipur_Mustard_Farm_20240515_rep1,620,21,14,310,842,111,182,1268,367,2401,38,1,267,1090,1383,588,1186,47,685,619,798,264,1,1,32,149,186,204,23,584,1,21,114,1646,266,2,307,260,410,306
Jaipur_Mustard_Farm_20240515_rep2,33,2,355,128,1214,173,6,0,45,274,99,105,812,491,1530,934,632,148,0,467,45,186,66,20,1425,410,7,69,190,335,236,488,29,83,139,40,30,302,295,77
Jaipur_Mustard_Farm_20240515_rep3,14,0,7,689,1410,352,42,69,761,422,96,254,79,559,143,235,190,258,357,758,626,162,367,53,444,195,2,276,0,937,164,43,916,256,370,154,171,103,103,208
Jaipur_Mustard_Farm_20240515_rep4,3,1,120,127,103,164,370,58,146,587,3,248,1,58,352,123,86,21,214,403,54,221,62,76,13,95,122,195,2,0,0,28,84,146,304,596,486,0,1,0
Jaipur_Mustard_Farm_20240515_rep5,16,912,559,1553,1307,485,35,122,468,597,32,386,347,1283,1022,54,49,315,130,1366,166,5,241,13,587,123,51,681,26,278,583,2,114,317,102,158,137,845,156,16
Assam_Tea_Plantation_20240115_rep1,3,31,1,34,451,47,375,103,34,174,37,236,91,679,194,69,319,105,49,575,74,22,2,20,3,1,227,1,24,43,5,456,88,251,8,1,382,62,0,35
